K;covariance;silhouette;Cal-Harabasz;BIC;DBCV;perplexity;wordEmbedding;docEmbedding;docEmbedding2
10;diag;0.09311656944190579;4458.083822233365;-105644.1539939233;-0.7162090666702601;;cbow;Moyenne;TF
9;diag;0.13644541760402765;5315.5545914862605;-104698.91238758616;-0.6963714943797434;;cbow;Moyenne;TF
8;diag;0.11795136316427207;4922.703706435999;-103789.0720684869;-0.7102332356929644;;cbow;Moyenne;TF
3;tied;0.3275545511138464;4528.768858232818;-103395.13535286159;-0.8790667420823051;;cbow;Moyenne;TF
4;tied;0.37549202497383477;7473.206130224587;-103348.03582488434;-0.7173176036382585;;cbow;Moyenne;TF
7;diag;0.1556377431884432;5159.847849004499;-102942.8166735541;-0.7587441640956664;;cbow;Moyenne;TF
6;diag;0.18782988515161922;5876.240889903347;-101626.48563126991;-0.7805000974696464;;cbow;Moyenne;TF
5;diag;0.23054434879967273;6590.991446314592;-99581.78436711407;-0.7422351853800867;;cbow;Moyenne;TF
2;tied;0.47999674488071326;12548.84373106123;-97397.0365101097;-0.8107579718428763;;cbow;Moyenne;TF
4;diag;0.2751930401948889;7393.548295160599;-96304.72862802116;-0.7729563867903072;;cbow;Moyenne;TF
14;spherical;0.2781195873464257;9628.062080198628;-94661.30496420711;-0.6109445737464054;;cbow;Moyenne;TF
13;spherical;0.2744488600611464;9976.094587388387;-93787.73421730132;-0.6282431863835314;;cbow;Moyenne;TF
12;spherical;0.29074589207030643;10354.20215992615;-92193.26072609672;-0.6332342503592325;;cbow;Moyenne;TF
11;spherical;0.28287572273876327;9899.894792721801;-90801.34528510501;-0.6273564457028662;;cbow;Moyenne;TF
3;diag;0.3307742426837174;7783.025763825202;-90511.37595691932;-0.7740505666238859;;cbow;Moyenne;TF
10;spherical;0.3013903803443695;10298.742330974197;-88883.29038387752;-0.6534210616002032;;cbow;Moyenne;TF
9;spherical;0.30576796893702285;9617.611575569988;-86438.49822896019;-0.6426705269437509;;cbow;Moyenne;TF
8;spherical;0.29539369697635137;8349.463770548977;-83174.77680693954;-0.6848405566229292;;cbow;Moyenne;TF
2;diag;0.3743224163865532;6263.436863404952;-80452.41778551288;-0.7148941746421676;;cbow;Moyenne;TF
7;spherical;0.30785151802582245;8572.503841754822;-79666.83184559397;-0.6855934130067203;;cbow;Moyenne;TF
6;spherical;0.3182256282712383;9279.325336315558;-76551.95719068818;-0.6997689324067031;;cbow;Moyenne;TF
5;spherical;0.3371081529362014;10286.837910469;-70286.37404482096;-0.7237345800816186;;cbow;Moyenne;TF
4;spherical;0.3604626576942862;11243.257272942317;-62309.216958240606;-0.7546141618819133;;cbow;Moyenne;TF
3;spherical;0.404144456536719;12183.375803060402;-49728.214010041986;-0.7493005699305504;;cbow;Moyenne;TF
2;spherical;0.4800112521954425;12657.887632862885;-29196.172121225805;-0.7813226533084466;;cbow;Moyenne;TF
14;full;0.3354929028908103;10478.427241107585;181983.15446337848;-0.6612235008046854;50;cbow;Moyenne;TF
13;full;0.35652230736314183;10843.095534958968;182051.60128690652;-0.6166539025133654;50;cbow;Moyenne;TF
12;full;0.3242279016228778;9904.377648451708;182496.6986891175;-0.694073875654501;50;cbow;Moyenne;TF
14;diag;0.36567580740395433;12344.430613712535;182733.943809025;-0.6357887592077116;50;cbow;Moyenne;TF
13;diag;0.36832925703388164;12128.951602328561;182780.72073563514;-0.5817458964678107;50;cbow;Moyenne;TF
11;full;0.3426840522356916;10686.902237117902;182828.6060367012;-0.6156570843669367;50;cbow;Moyenne;TF
12;diag;0.35474889116534336;10845.759040709363;182929.29945880492;-0.7045346886779319;50;cbow;Moyenne;TF
10;full;0.348128431621473;10731.259109896791;182996.3860729608;-0.6761494054730456;50;cbow;Moyenne;TF
11;diag;0.3569204773303787;11241.661722059831;183196.01743443168;-0.6831666774623482;50;cbow;Moyenne;TF
10;diag;0.3392553466682749;10150.681608276363;183275.6479789141;-0.7090120562562421;50;cbow;Moyenne;TF
9;full;0.3451689449279623;9804.237401763312;183415.09617126113;-0.6942787516645134;50;cbow;Moyenne;TF
9;diag;0.3542596915066578;10532.552529078834;183496.2269530335;-0.6751329287621177;50;cbow;Moyenne;TF
8;full;0.35862686481418965;10487.379090862205;183532.87727174905;-0.681655065427474;50;cbow;Moyenne;TF
14;spherical;0.3719363259395718;12693.845497197733;183561.8762933053;-0.6269385786814577;50;cbow;Moyenne;TF
8;diag;0.3422049029392164;10256.597196217872;183616.18454673406;-0.6865251722424137;50;cbow;Moyenne;TF
7;full;0.3707000437612313;10180.164439547914;183666.76679635138;-0.6997401470136637;50;cbow;Moyenne;TF
13;spherical;0.37421832232632085;12355.486928991688;183748.48941058037;-0.6223514492162608;50;cbow;Moyenne;TF
14;tied;0.3800380799257202;13148.399964507982;183851.32648074185;-0.6561850878680082;50;cbow;Moyenne;TF
6;full;0.37821676327133896;9267.365221554506;183953.6194348053;-0.735973005203876;50;cbow;Moyenne;TF
13;tied;0.38448871823866;12825.407613252179;184119.4884136963;-0.6368809565133194;50;cbow;Moyenne;TF
12;spherical;0.3459875626439397;11692.456464699268;184164.86588515426;-0.6161820517668377;50;cbow;Moyenne;TF
11;spherical;0.3556513754578916;11641.763906620698;184256.1222778892;-0.6689113127554424;50;cbow;Moyenne;TF
12;tied;0.35206278867741914;11777.141942244973;184349.87827571025;-0.6286314563718141;50;cbow;Moyenne;TF
11;tied;0.351885328212555;11724.782138380036;184407.14616313708;-0.682073579178914;50;cbow;Moyenne;TF
5;full;0.40363787629565034;10168.938105000952;184445.99737393224;-0.7210662451505416;50;cbow;Moyenne;TF
10;spherical;0.3593702608753211;11830.455407927968;184622.10714101171;-0.6356509959906442;50;cbow;Moyenne;TF
10;tied;0.35644274098753453;11404.564646157372;184636.02072148293;-0.6367912981968012;50;cbow;Moyenne;TF
7;diag;0.3681218238692711;11034.31556335796;184856.988605634;-0.7279145787888396;50;cbow;Moyenne;TF
9;spherical;0.3688068491013361;11907.202219854993;184930.2920082657;-0.7293519656008638;50;cbow;Moyenne;TF
9;tied;0.3667349697207939;11830.300464806993;185022.75323875458;-0.6662761747209598;50;cbow;Moyenne;TF
8;spherical;0.36054457088495245;11234.369788191234;185037.99849431755;-0.6873188771784353;50;cbow;Moyenne;TF
8;tied;0.38491366635104785;11960.625645609234;185173.5710894604;-0.6244630297291575;50;cbow;Moyenne;TF
6;diag;0.39608006462535666;11644.73629510318;185184.84650583833;-0.6738278868126676;50;cbow;Moyenne;TF
7;tied;0.38058913324736715;11842.934115859469;185494.33691192733;-0.7142309982677321;50;cbow;Moyenne;TF
7;spherical;0.37694691437426286;11831.232512368468;185520.02537878253;-0.6435250078363415;50;cbow;Moyenne;TF
5;diag;0.42218971767820346;11932.903138259859;185651.85507504028;-0.7799804043164685;50;cbow;Moyenne;TF
6;spherical;0.4030902780574445;12234.789999379283;185860.08840871972;-0.6866228471283043;50;cbow;Moyenne;TF
4;full;0.4436186803061108;11496.056599075306;185922.82991071107;-0.52856116556853;50;cbow;Moyenne;TF
6;tied;0.37156171833301843;10733.561216441316;185952.89525818342;-0.6988113560201225;50;cbow;Moyenne;TF
4;diag;0.41379762321960295;9742.016601251822;185956.56756892434;-0.6801726318674788;50;cbow;Moyenne;TF
3;full;0.44838006883716397;9915.472472894806;186317.04659549176;-0.7091106621575338;50;cbow;Moyenne;TF
5;spherical;0.42766990958742546;12042.863440646079;186383.82818193964;-0.6593434530350255;50;cbow;Moyenne;TF
3;diag;0.44287984005583836;9713.281243508303;186401.0827766329;-0.714166077656937;50;cbow;Moyenne;TF
5;tied;0.42089979409775535;11920.603592402636;186433.9700141255;-0.6816746878119171;50;cbow;Moyenne;TF
4;tied;0.411792203372856;10454.053214251662;187133.2885166655;-0.692939274227513;50;cbow;Moyenne;TF
4;spherical;0.44493625214471044;11585.241854808599;187816.77658822222;-0.5484640883733577;50;cbow;Moyenne;TF
3;tied;0.3579354865238773;7302.471280942614;188512.2563480662;-0.6429121497992597;50;cbow;Moyenne;TF
2;full;0.4183874815814342;7349.276006608441;188536.57321949408;-0.6054745140052902;50;cbow;Moyenne;TF
2;diag;0.4178829962259753;7327.670541080799;189485.81999371585;-0.8718521977931192;50;cbow;Moyenne;TF
2;tied;0.4187064408184088;7361.501918284384;189832.51134311085;-0.7432425785400398;50;cbow;Moyenne;TF
3;spherical;0.4519414022497684;9992.326503729913;190237.75625520357;-0.6236524604017023;50;cbow;Moyenne;TF
2;spherical;0.4155705715788136;7308.8295085314785;192533.27183778386;-0.9448743566230015;50;cbow;Moyenne;TF
14;full;0.35652344702692684;11721.813263849253;173362.1420760181;-0.5942300424549981;75;cbow;Moyenne;TF
13;full;0.3539136858638523;11706.725244962963;173421.3558376904;-0.6300954732825191;75;cbow;Moyenne;TF
12;full;0.36400096589905945;11862.37087746505;173506.45661256308;-0.5748329800565772;75;cbow;Moyenne;TF
11;full;0.3588669097044524;11806.773801627747;173697.6601687054;-0.5576428390814211;75;cbow;Moyenne;TF
10;full;0.3513741899508134;11317.079191608149;173865.48610174318;-0.6275151507943443;75;cbow;Moyenne;TF
14;diag;0.3623906034114632;13422.08559138118;173883.9304541428;-0.6083365703555319;75;cbow;Moyenne;TF
13;diag;0.36963155879719506;13219.919951232721;173999.41609019693;-0.6011151240785008;75;cbow;Moyenne;TF
9;full;0.36841884531111296;12122.547116080215;174230.97841327137;-0.6672503732015033;75;cbow;Moyenne;TF
12;diag;0.3678012806535368;12935.389684261565;174232.67473883458;-0.5745422368888355;75;cbow;Moyenne;TF
8;full;0.37180543831771606;11888.83674935324;174376.13706973687;-0.7281886791531627;75;cbow;Moyenne;TF
11;diag;0.3558598046720661;12614.467545411646;174493.7101616316;-0.5507253104319901;75;cbow;Moyenne;TF
10;diag;0.37537356222170165;12530.68482569072;174689.32329597953;-0.6225170986533666;75;cbow;Moyenne;TF
14;spherical;0.3760778950186643;14112.164760886217;174794.84453129896;-0.590331156122992;75;cbow;Moyenne;TF
7;full;0.36543181796665697;11611.162460326661;174849.24478627765;-0.7017651044551959;75;cbow;Moyenne;TF
9;diag;0.36127701179427196;11197.586158462564;174883.3979710525;-0.6662101737277588;75;cbow;Moyenne;TF
13;spherical;0.37799386570322985;13625.34237376481;175004.1142536652;-0.6050171236837276;75;cbow;Moyenne;TF
12;spherical;0.3636128512399191;12833.123207352184;175050.8143269208;-0.6124637509692752;75;cbow;Moyenne;TF
8;diag;0.36575879229274355;11868.559207388813;175116.7853721907;-0.663256455620429;75;cbow;Moyenne;TF
14;tied;0.3792314471960083;14325.695356336335;175132.3331044545;-0.5151709863110719;75;cbow;Moyenne;TF
13;tied;0.3612907265299425;13477.271373112186;175274.7899915359;-0.5617080927749837;75;cbow;Moyenne;TF
12;tied;0.35331798785119445;12943.109146251902;175344.07453311453;-0.6059699954518574;75;cbow;Moyenne;TF
7;diag;0.358652298915691;11677.247338510682;175353.58577518805;-0.649428891115212;75;cbow;Moyenne;TF
6;full;0.4077494311998128;12641.977853575754;175393.80967745528;-0.6737026447597506;75;cbow;Moyenne;TF
11;tied;0.3170765101405955;11371.088988878628;175428.19749913557;-0.6524633145486718;75;cbow;Moyenne;TF
11;spherical;0.36546927433567655;13037.838295095058;175524.43661519836;-0.6212907251149021;75;cbow;Moyenne;TF
6;diag;0.3908397033572854;11615.140490364483;175592.0919734963;-0.6577831756684053;75;cbow;Moyenne;TF
10;tied;0.3286258582049548;11385.856525217943;175651.4363354282;-0.6316454514035362;75;cbow;Moyenne;TF
5;full;0.4364519596850395;12739.805938353928;175736.9659900233;-0.672528768923337;75;cbow;Moyenne;TF
9;tied;0.31905927366156034;10569.390909630003;175774.49918970087;-0.634022897630257;75;cbow;Moyenne;TF
5;diag;0.4156424881743444;11533.852291778157;176001.63701550415;-0.728800046488213;75;cbow;Moyenne;TF
10;spherical;0.3798678767914546;12811.370592381973;176108.06121541024;-0.5919859570349937;75;cbow;Moyenne;TF
4;full;0.44135224271527174;11628.67978184442;176185.1670545613;-0.7071706114058787;75;cbow;Moyenne;TF
8;tied;0.35121781099790694;11829.370179658206;176415.068922127;-0.6643178309184028;75;cbow;Moyenne;TF
9;spherical;0.37837906812113287;13249.413582115523;176531.9079343824;-0.6293030882159925;75;cbow;Moyenne;TF
8;spherical;0.3739198056526564;12727.213141476732;176705.575309396;-0.627089016947922;75;cbow;Moyenne;TF
7;tied;0.38758975995507344;12801.265153004748;176923.67648055917;-0.6509974523450938;75;cbow;Moyenne;TF
3;full;0.46070719475878263;10310.778821476562;177127.29579243512;-0.5818779746759652;75;cbow;Moyenne;TF
7;spherical;0.3907020198467203;12900.035054223903;177259.59056505444;-0.7181763398841072;75;cbow;Moyenne;TF
6;tied;0.40829190768445345;12751.613458039255;177917.03854104882;-0.7062761709718077;75;cbow;Moyenne;TF
4;diag;0.40057352561645954;9559.643664375677;178015.2739297611;-0.7157129685613143;75;cbow;Moyenne;TF
6;spherical;0.41460061663570713;13267.221709046538;178073.09902435835;-0.64999617025964;75;cbow;Moyenne;TF
3;diag;0.45716343407410154;10230.757985644574;178120.34229301955;-0.6705208379980078;75;cbow;Moyenne;TF
5;spherical;0.4426316236082073;12852.351673985459;178674.37432429063;-0.6263920844035062;75;cbow;Moyenne;TF
5;tied;0.4390009720702863;12876.499726329266;178790.39780700087;-0.6814639973508576;75;cbow;Moyenne;TF
4;tied;0.4131133643599566;10455.169640764787;180157.67290200424;-0.7772866374059164;75;cbow;Moyenne;TF
4;spherical;0.45081375585585776;12007.743575343713;180745.79063717282;-0.6642756755744553;75;cbow;Moyenne;TF
2;full;0.4250289444430704;7098.361650216244;180919.95947124888;-0.6852522967405199;75;cbow;Moyenne;TF
3;tied;0.368551873722697;7712.098241435141;180956.5438397179;-0.7049116828422163;75;cbow;Moyenne;TF
2;diag;0.4330720308577857;7564.766867893018;182206.84318993177;-0.5757795653835087;75;cbow;Moyenne;TF
2;tied;0.4379416329716013;8000.788610114638;182829.51513659908;-0.7189398136076415;75;cbow;Moyenne;TF
3;spherical;0.46345727778880647;10427.095380157156;183249.19738098618;-0.5047288370041173;75;cbow;Moyenne;TF
2;spherical;0.43585911949131245;7931.555558194274;185512.13683572685;-0.721778664177843;75;cbow;Moyenne;TF
14;full;0.37206420543228597;14906.138108289033;167330.54806412238;-0.6167754613355252;100;cbow;Moyenne;TF
13;full;0.3744172877080586;14360.217932317466;167426.72670916692;-0.6076715242023492;100;cbow;Moyenne;TF
12;full;0.36912345057242824;14040.842597794413;167563.45278174937;-0.6369703658564922;100;cbow;Moyenne;TF
11;full;0.3695042516648557;13554.17299784061;167771.6395078334;-0.6356235616967368;100;cbow;Moyenne;TF
10;full;0.3698936342999388;13145.23027021443;167849.95696115302;-0.6379622789325975;100;cbow;Moyenne;TF
9;full;0.36540184655308267;13703.388542097333;168160.314629919;-0.6532486662904321;100;cbow;Moyenne;TF
8;full;0.37545988067031605;13420.564587128327;168255.9921907931;-0.675309521666084;100;cbow;Moyenne;TF
7;full;0.4055713253279942;13672.08899787319;168555.8392705787;-0.651323519380433;100;cbow;Moyenne;TF
14;diag;0.3804524260225931;15372.683867531729;168581.95277305113;-0.6868204272313659;100;cbow;Moyenne;TF
13;diag;0.37363935136390103;14535.449336268483;168642.84294083188;-0.6006247972313853;100;cbow;Moyenne;TF
14;spherical;0.37986146173745444;15484.94530266766;168812.3572605263;-0.6517966797763546;100;cbow;Moyenne;TF
12;diag;0.3737970005871835;14220.795628351589;168888.11119335613;-0.6126088540031457;100;cbow;Moyenne;TF
13;spherical;0.3682524132377345;14850.647849797995;169014.07169635937;-0.7210751366610251;100;cbow;Moyenne;TF
11;diag;0.34734270824795466;12411.57394727415;169041.85817304472;-0.6341638065432934;100;cbow;Moyenne;TF
6;full;0.40664694536512264;14042.20263558765;169043.3253832715;-0.6279717779248226;100;cbow;Moyenne;TF
10;diag;0.3293822029039056;11186.068592487689;169065.89718289414;-0.6128154576764293;100;cbow;Moyenne;TF
14;tied;0.37594950890652196;15528.632150422269;169180.87393404747;-0.5840781700240631;100;cbow;Moyenne;TF
12;spherical;0.3774599056682093;14371.273038458357;169261.35340012008;-0.6531275730043675;100;cbow;Moyenne;TF
5;full;0.4424707365959328;13890.176893622898;169295.86923534176;-0.7527705432714884;100;cbow;Moyenne;TF
9;diag;0.35362073670141675;12211.524858531442;169346.69854472607;-0.6965835501593041;100;cbow;Moyenne;TF
13;tied;0.3620293101791578;14724.118725595834;169379.10719302454;-0.6489418397695618;100;cbow;Moyenne;TF
11;spherical;0.3694609797742166;14240.344081080271;169528.18118851678;-0.6607953362204751;100;cbow;Moyenne;TF
12;tied;0.36986150074886337;14831.908054218819;169605.25344427273;-0.5768845906175012;100;cbow;Moyenne;TF
11;tied;0.36753358565156735;14527.807834654064;169758.4463815065;-0.5780921291193624;100;cbow;Moyenne;TF
10;spherical;0.32544852749354974;12368.361768224455;169970.2449659377;-0.6064553329595715;100;cbow;Moyenne;TF
8;diag;0.3749484327374286;12537.40809929404;170150.6231806086;-0.6243281663978217;100;cbow;Moyenne;TF
4;full;0.4510857971777257;12740.358577255176;170168.00983772633;-0.6960867548730605;100;cbow;Moyenne;TF
10;tied;0.38292080816199864;14683.206405959672;170208.7907578037;-0.6826998018434163;100;cbow;Moyenne;TF
7;diag;0.36554741593895934;12505.276560251476;170408.0152218241;-0.6951488293866621;100;cbow;Moyenne;TF
9;spherical;0.3523105197328261;13717.130930849737;170534.1441754523;-0.6516199653327546;100;cbow;Moyenne;TF
9;tied;0.3862894053159674;14506.91668687482;170553.06130057093;-0.6557394953287974;100;cbow;Moyenne;TF
6;diag;0.39874023143551135;13248.507639184996;170784.54887476968;-0.6583118818821484;100;cbow;Moyenne;TF
8;spherical;0.3774918445866092;13893.941815690296;170879.30371330775;-0.627176254574974;100;cbow;Moyenne;TF
8;tied;0.36904420255140263;13399.202076842068;170915.13605244763;-0.7256962506461325;100;cbow;Moyenne;TF
5;diag;0.4145704461356295;12337.09671590916;171156.59287499476;-0.6616485472731273;100;cbow;Moyenne;TF
7;spherical;0.4004417974736992;14190.940499310233;171366.50607718903;-0.6103213030290574;100;cbow;Moyenne;TF
7;tied;0.3883201326082127;13903.658812517315;171475.94386871817;-0.6480020725584145;100;cbow;Moyenne;TF
3;full;0.4660495237454274;10810.101014596468;171548.8985853569;-0.691312930337376;100;cbow;Moyenne;TF
6;spherical;0.4186512566884349;14514.689856609262;172338.9888956476;-0.6136512345811621;100;cbow;Moyenne;TF
6;tied;0.4158469337848388;14392.97070701936;172354.69419933873;-0.6345726451501731;100;cbow;Moyenne;TF
5;spherical;0.45016203111135605;14039.086282779726;172962.60483960286;-0.6339209523074394;100;cbow;Moyenne;TF
5;tied;0.4482073182180069;14119.546702682253;173151.56062686388;-0.7264955970154299;100;cbow;Moyenne;TF
4;diag;0.40523359141982923;10699.554770736415;173266.51551024878;-0.6078933851614314;100;cbow;Moyenne;TF
3;diag;0.4712611353156111;11441.776067606603;173375.5960538744;-0.6185100120327311;100;cbow;Moyenne;TF
4;tied;0.4569546674686597;13116.5628551536;175058.44923726234;-0.6494130208922492;100;cbow;Moyenne;TF
4;spherical;0.4570797832981411;13122.068105563609;175118.47301946237;-0.5857225056036451;100;cbow;Moyenne;TF
3;tied;0.4011640270180895;9137.946964271501;175615.84183242873;-0.7871508820130371;100;cbow;Moyenne;TF
2;full;0.46012807889217966;9226.596964448963;176593.73742547657;-0.7792386668019071;100;cbow;Moyenne;TF
3;spherical;0.47595086584218643;11581.079324051992;177640.2716262281;-0.648729623007783;100;cbow;Moyenne;TF
2;diag;0.46106093905206563;9319.650881301857;177983.48623440939;-0.7201592311734715;100;cbow;Moyenne;TF
2;tied;0.4606667273232144;9276.446929070029;178024.2001765777;-0.5769624797145847;100;cbow;Moyenne;TF
2;spherical;0.45304593362396073;8996.318568190336;180171.0607348074;-0.779023511812399;100;cbow;Moyenne;TF
14;full;0.37701071809118514;16255.246375930303;162199.95270983866;-0.5537184196122692;125;cbow;Moyenne;TF
13;full;0.377809658592494;15456.839899766062;162289.49354221305;-0.5306144157757332;125;cbow;Moyenne;TF
12;full;0.3689532956545191;15159.231060816343;162450.09573054663;-0.5750518406623757;125;cbow;Moyenne;TF
11;full;0.37194180492139073;15122.320166427102;162630.0146870535;-0.5810105600763558;125;cbow;Moyenne;TF
10;full;0.37379702434560175;15195.339138077346;162836.00483308217;-0.6332558368297501;125;cbow;Moyenne;TF
9;full;0.36790678375517855;14854.022126387425;163026.64751312003;-0.6647966948328476;125;cbow;Moyenne;TF
8;full;0.3814662972895213;14562.855867981481;163161.66501913356;-0.6972306605176712;125;cbow;Moyenne;TF
14;diag;0.3525447081450609;14384.59532906581;163272.96751600647;-0.5825379409243886;125;cbow;Moyenne;TF
13;diag;0.3704855885916558;15389.697248084109;163480.2582751117;-0.6055827825724662;125;cbow;Moyenne;TF
7;full;0.40741731889500893;14714.372433222461;163553.34693847803;-0.6327113106739608;125;cbow;Moyenne;TF
14;spherical;0.36768957821011394;15829.786003443427;163652.28670106948;-0.5534887404049602;125;cbow;Moyenne;TF
12;diag;0.342983159898407;13020.64746255157;163679.17480487833;-0.6584127374066435;125;cbow;Moyenne;TF
11;diag;0.3338082768235668;13000.665789476954;163868.22443161832;-0.67923386527491;125;cbow;Moyenne;TF
13;spherical;0.37144299295048977;16045.006459230199;163892.55324800828;-0.5832929432894943;125;cbow;Moyenne;TF
6;full;0.4131623009414701;15327.639992769598;164022.3378157825;-0.6853676633075546;125;cbow;Moyenne;TF
14;tied;0.3751001293706234;16589.095103726646;164097.25007916032;-0.588409541856305;125;cbow;Moyenne;TF
9;diag;0.32128674918992595;12614.065866115563;164267.26451681252;-0.662359605940074;125;cbow;Moyenne;TF
12;spherical;0.37737140571974587;15408.282535244382;164284.309107665;-0.6313274910157224;125;cbow;Moyenne;TF
13;tied;0.3722692053533538;16203.962687613823;164307.70503644305;-0.6177384129936246;125;cbow;Moyenne;TF
5;full;0.4478557839963054;15018.362520840072;164309.7388098543;-0.7670431655523184;125;cbow;Moyenne;TF
12;tied;0.37233129440613755;15868.772875192622;164558.538215755;-0.5474507017994449;125;cbow;Moyenne;TF
8;diag;0.33254454811643586;12715.44277725504;164644.00886427832;-0.7080046761449139;125;cbow;Moyenne;TF
10;diag;0.37806022343182727;15688.667632098977;164657.10681694094;-0.5462094212994222;125;cbow;Moyenne;TF
11;spherical;0.37436289362428343;14197.67359368141;164673.59026931893;-0.6747124280012371;125;cbow;Moyenne;TF
11;tied;0.37449726706448044;15962.406929014665;164744.43204627745;-0.5630243355380313;125;cbow;Moyenne;TF
9;spherical;0.3770679795680514;13904.229531252991;164862.00095631092;-0.6430211270067544;125;cbow;Moyenne;TF
10;spherical;0.3774324227082964;15791.608178460467;165183.8015377009;-0.580615405081042;125;cbow;Moyenne;TF
7;diag;0.3729422049687758;13317.865978244456;165192.2300481429;-0.641374541534358;125;cbow;Moyenne;TF
10;tied;0.385996069537493;15879.226303156413;165223.31609821972;-0.6521645504647055;125;cbow;Moyenne;TF
4;full;0.4566159985513989;13639.444849311974;165280.24363939068;-0.6126124245476761;125;cbow;Moyenne;TF
9;tied;0.3903287606002851;15703.249639311958;165576.7262614997;-0.6732413873151464;125;cbow;Moyenne;TF
8;spherical;0.3824611576688628;14932.825447470286;165643.03721943067;-0.6281503451776683;125;cbow;Moyenne;TF
6;diag;0.4028240345278476;14322.615640355618;165676.02075791935;-0.6758488400784155;125;cbow;Moyenne;TF
8;tied;0.37041694178324247;14406.992462653025;166015.33916767692;-0.6997660785782146;125;cbow;Moyenne;TF
5;diag;0.418207706343694;13262.431572890659;166060.32944105507;-0.5957503822745235;125;cbow;Moyenne;TF
7;spherical;0.40422378211642485;15434.992617449854;166290.75031856672;-0.6787465657442754;125;cbow;Moyenne;TF
7;tied;0.3879601546160922;14851.14198017834;166642.24813845532;-0.6316621201242135;125;cbow;Moyenne;TF
3;full;0.4822621447887731;12285.114120824963;166933.90003611593;-0.6394661318331689;125;cbow;Moyenne;TF
6;spherical;0.4222402460953175;15731.968158280853;167282.59534952778;-0.6565747594721719;125;cbow;Moyenne;TF
6;tied;0.42139154404752294;15724.79066301002;167354.8803405602;-0.6427459236264155;125;cbow;Moyenne;TF
5;spherical;0.45415463429925873;15176.65153225507;167987.22557720728;-0.6817484605036457;125;cbow;Moyenne;TF
5;tied;0.45220446037101925;15250.130594235065;168165.99012449037;-0.6359103048806782;125;cbow;Moyenne;TF
4;diag;0.4132107425725521;11771.355022751239;168228.7436515968;-0.5237628296266348;125;cbow;Moyenne;TF
3;diag;0.48207409540092677;12567.093129922214;168369.84123756178;-0.6023693131681153;125;cbow;Moyenne;TF
